Address,City,State,Zip,InstitutionName,AUTO_UNIQUE_ID_2013-07-21_nicholasdelrio_institutions,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPrimaryIdValue,FPostOfficeBoxNumber,FPrimaryIdField,FGeometrySRID,FPostOfficeBoxType,FPreType,FPreArticle,FPostArticle
3300 South Federal Street, Chicago, IL,606163732, Illinois Institute of Technology,1420,USCGeocoder,343.7566,1,4.01,,c5d2c290-d1bb-4d8f-9dcb-3bbc9adb46b5,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,11963766.43,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,41.84463169,-87.62417165,Exact,TwoThousandTen,14000,1602,16974,14000,0,16980,2002,2,8392,31,17,4,ResidenceZIP,3300,,S,FEDERAL,ST,,,,,,Chicago,IL,60616,,,,3732,,,,,,3300 South Federal Street,,,,,,,,3300,,S,FEDERAL,ST,,,,,,Chicago,IL,60616,,,,3732,,,,,,,,,,,,,,,,,IL,60616,,,,,,,,,,,,11963766.43,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,60616,,zcta5ce10,0,,,,
15 Washington Court, East Windsor, NJ,85202728, Innovative Technology Corporation,1421,USCGeocoder,265.6301,1,4.01,,91b9229b-e686-4679-bdd1-dfc23a43d8f6,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3520.34461,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,40.28418982,-74.52508365,Relaxed,TwoThousandTen,,5602,,19780,0,45940,3011,3,44.05,21,34,1,ResidenceStreetAddress,15,,,WASHINGTON,CT,,,,,,East Windsor,NJ,8520,,,,2728,,,,,,15 Washington Court,,,,,,,,15,,,WASHINGTON,CT,,,,,,East Windsor,NJ,8520,,,,2728,,,,,,,,28-2,,,Washington,Ct,,,,East Windsor,NJ,8520,,,,,,,,,,East Windsor,Mercer,3520.34,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,60191540,,tlid,0,,,,
105F WEST DUDLEYTOWN ROAD, BLOOMFIELD, CT,60021359, PMD SCIENTIFIC INC.,1422,USCGeocoder,171.8783,1,4.01,,aab91b30-ae7d-46f1-8020-66eb67b331bf,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,37167.36579,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,41.85749849,-72.71865885,Relaxed;Soundex,TwoThousandTen,,1122,,5910,0,25540,2013,2,4715,3,9,1,ResidenceStreetAddress,105,F,W,DUDLEYTOWN,RD,,,,,,BLOOMFIELD,CT,6002,,,,1359,,,,,,105F WEST DUDLEYTOWN ROAD,,,,,,,,105,F,W,DUDLEYTOWN,RD,,,,,,BLOOMFIELD,CT,6002,,,,1359,,,,,,,,71-199,,W,Dudley Town,Rd,,,,Bloomfield,CT,6002,,,,,,,,,,Bloomfield,Hartford,37167.37,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,3485592,,tlid,0,,,,
One Kendall Square Building 200, Cambridge, MA,21391562, NeuroDyne Incorporated,1423,USCGeocoder,562.5108,1,4.01,,5c54c7b0-1eb8-4dee-89b7-c5fd1875b44b,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,4399384.403,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,42.36253913,-71.10304364,Exact,TwoThousandTen,11000,1122,15764,11000,0,14460,1002,1,3531.01,17,25,4,ResidenceZIP,1,,,KENDALL,SQ,,BLDG,200,,,Cambridge,MA,2139,,,,1562,,,,,,One Kendall Square Building 200,,,,,,,,1,,,KENDALL,SQ,,BLDG,200,,,Cambridge,MA,2139,,,,1562,,,,,,,,,,,,,,,,,MA,2139,,,,,,,,,,,,4399384.4,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,2139,,zcta5ce10,0,,,,
10 ELM STREET, NORTHAMPTON, MA,10636304, Smith College,1424,USCGeocoder,265.6301,1,4.01,,a194fb7b-e567-4e26-b5c4-54f35b060b51,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1541.324651,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,42.31804361,-72.63519229,Relaxed,TwoThousandTen,46330,8000,,46330,0,44140,1009,1,8220,15,25,1,ResidenceStreetAddress,10,,,ELM,ST,,,,,,NORTHAMPTON,MA,1063,,,,6304,,,,,,10 ELM STREET,,,,,,,,10,,,ELM,ST,,,,,,NORTHAMPTON,MA,1063,,,,6304,,,,,,,,14-Feb,,,Elm,St,,,,Northampton,MA,1063,,,,,,,,,,Northampton,Hampshire,1541.32,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,39872467,,tlid,0,,,,
120 West Kellogg Boulevard, Saint Paul, MN,551021202, Science Museum of Minnesota,1425,USCGeocoder,359.3819,1,4.01,,439723ce-905c-4294-a12e-190b583629f0,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3452.115459,LinearInterpolationAddressRange,StreetSegment,98.40236686,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,44.94343419,-93.09571669,Relaxed,TwoThousandTen,58000,5120,,58000,0,33460,2000,2,360,123,27,1,ResidenceStreetAddress,120,,W,KELLOGG,BLVD,,,,,,Saint Paul,MN,55102,,,,1202,,,,,,120 West Kellogg Boulevard,,,,,,,,120,,W,KELLOGG,BLVD,,,,,,Saint Paul,MN,55102,,,,1202,,,,,,,,62-140,,W,Kellogg,Blvd,,,,St. Paul,MN,55102,,,,,,,,,,St. Paul,Ramsey,3452.12,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,97648674,,tlid,0,,,,
15911 Furuby Rd, Center City, MN,550120000, United Science LLC,1426,USCGeocoder,156.253,1,4.01,,67a9a641-031f-4657-8e18-e8182baf765a,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,80284.72264,ArealInterpolationGeometricCentroid,Parcel,99.40828402,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,45.42790512,-92.78306309,Relaxed,TwoThousandTen,,2240,,11368,0,33460,1069,1,1106,25,27,1,ResidenceStreetAddress,15911,,,FURUBY,RD,,,,,,Center City,MN,55012,,,,0,,,,,,15911 Furuby Rd,,,,,,,,15911,,,FURUBY,RD,,,,,,Center City,MN,55012,,,,0,,,,,,,,15911,,,Furuby,Rd,,,,Center City,MN,55012,,,,3112,,,,,,,,80284.72,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,29251,,UniqueId,0,,,,
10945 Reed Hartman Hwy Ste 310, Cincinnati, OH,452422852, International Computer Robotics Corporation,1427,USCGeocoder,156.253,1,4.01,,2f341e22-9a12-48a6-9ba6-94de4f9b970a,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,7440.075916,ArealInterpolationGeometricCentroid,Parcel,99.40828402,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,39.26526421,-84.38207023,Relaxed,TwoThousandTen,7300,1642,,7300,0,17140,1006,1,235.01,61,39,1,ResidenceStreetAddress,10945,,,REED HARTMAN,HWY,,STE,310,,,Cincinnati,OH,45242,,,,2852,,,,,,10945 Reed Hartman Hwy Ste 310,,,,,,,,10945,,,REED HARTMAN,HWY,,STE,310,,,Cincinnati,OH,45242,,,,2852,,,,,,,,10945,,,REED HARTMAN,HWY,,,,Brecon,OH,45242,,,,2828,,,,,,,,7440.08,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,2129816,,UniqueId,0,,,,
1710 SAIC Drive, McLean, VA,221023703, SAIC Science Applications International Corporation,1428,USCGeocoder,234.3795,1,4.01,,7ab73ce2-d24d-4ef2-86c3-aad2e997953e,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,15239.22367,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,38.92260672,-77.23402299,Exact,TwoThousandTen,79952,8872,47894,95191,0,47900,2033,2,4802.02,59,51,1,ResidenceStreetAddress,1710,,,SAIC,DR,,,,,,McLean,VA,22102,,,,3703,,,,,,1710 SAIC Drive,,,,,,,,1710,,,SAIC,DR,,,,,,McLean,VA,22102,,,,3703,,,,,,,,1710,,,SAIC,DR,,,,McLean,VA,22102,,,,3703,,,,,,,,15239.22,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,254514,,UniqueId,0,,,,
4300 San Mateo Boulevard, Albuquerque, NM,871101229, Applied Research Associates Inc. Headquarters (Albuquerque),1429,USCGeocoder,359.3819,1,4.01,,f1589c07-62af-4ead-a7e6-3a75bddf3c69,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,13360.61397,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,35.12968044,-106.5856938,Exact,TwoThousandTen,,200,,90060,0,10740,2001,2,2.03,1,35,1,ResidenceStreetAddress,4300,,,SAN MATEO,BLVD,,,,,,Albuquerque,NM,87110,,,,1229,,,,,,4300 San Mateo Boulevard,,,,,,,,4300,,,SAN MATEO,BLVD,,,,,,Albuquerque,NM,87110,,,,1229,,,,,,,,4300,,,SAN MATEO,BLVD,,,,Albuquerque,NM,87110,,,,1229,,,,,,,,13360.61,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,110127,,UniqueId,0,,,,
61 Hickory Ridge Rd., Conway, MA,13419788, Alenas Imaging Inc.,1430,USCGeocoder,265.6301,1,4.01,,098ad0e5-9da3-410e-b035-55c487d3df3c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,554.5282862,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,42.52031833,-72.72633853,Relaxed,TwoThousandTen,,740,,15200,0,44140,3063,3,415.01,11,25,1,ResidenceStreetAddress,61,,,HICKORY RIDGE,RD,,,,,,Conway,MA,1341,,,,9788,,,,,,61 Hickory Ridge Rd.,,,,,,,,61,,,HICKORY RIDGE,RD,,,,,,Conway,MA,1341,,,,9788,,,,,,,,Jan-99,,,Hickory Ridge,Rd,,,,Conway,MA,1341,,,,,,,,,,Conway,Franklin,554.53,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,39930621,,tlid,0,,,,
Central Office of the System, San Juan, PR,9363255, Inter American University of Puerto Rico San Juan,1431,USCGeocoder,15.6253,1,4.01,,da8e27a0-967f-4095-9d99-a1a6a1ea7b2b,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,417955.0424,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,18.39546256,-66.07377245,Exact,TwoThousandTen,,,,,,,,,,,,4,ResidenceZIP,,,,CENTRAL,,,OFC,OF THE SYSTEM,,,San Juan,PR,936,,,,3255,,,,,,Central Office of the System,,,,,,,,,,,CENTRAL,,,OFC,OF THE SYSTEM,,,San Juan,PR,936,,,,3255,,,,,,,,,,,,,,,,,PR,936,,,,,,,,,,,,417955.04,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,936,,zcta5ce10,0,,,,
NULL ADDRESS, Austin, TX,787221913, Ponette Alexandra G,1432,USCGeocoder,859.3915,1,4.01,,1c34bc94-c964-4fe3-bcaf-60a63c539e58,6,AddressZIPPlus4Centroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4181.21748,LinearInterpolationMidPoint,USPSZipPlus4,100,FeatureClassBased,FlipACoin,,USPSZipPlus4LineCentroid,,,1,30.28695791,-97.7192878,Exact,TwoThousandTen,,40,,90165,0,12420,1027,1,4.01,453,48,2,ResidenceZIPPlus4,,,,,,,,,,,,,78722,,,,1913,,,,,,,,,,,,,,,,,NULL ADDRESS,,,,,,,Austin,TX,78722,,,,1913,,,,,,,,,,,,,,,,,TX,78722,,,,1913,,,,,,,,4181.22,Meters,,SOURCE_USPS_ZIP4TIGERLINES,2007,63946274,,tlid,0,,,,
4118 148th Ave NE, Redmond, WA,980525164, NorthWest Research Associates Incorporated,1433,USCGeocoder,343.7566,1,4.01,,376288c6-0167-476e-ba5b-97d37ad72bec,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2135.50331,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,47.64650261,-122.1429782,Relaxed,TwoThousandTen,57535,7602,42644,92931,0,42660,1022,1,228.03,33,53,1,ResidenceStreetAddress,4118,,,148TH,AVE,NE,,,,,Redmond,WA,98052,,,,5164,,,,,,4118 148th Ave NE,,,,,,,,4118,,,148TH,AVE,NE,,,,,Redmond,WA,98052,,,,5164,,,,,,,,4000-4176,,,148th,Ave,NE,,,Redmond,WA,98052,,,,,,,,,,Seattle East,King,2135.5,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,186999430,,tlid,0,,,,
2555 N. Jackrabbit Avenue, TUCSON, AZ,857450000, SPLIT ENGINEERING LLC,1434,USCGeocoder,234.3795,1,4.01,,e5bc9f10-fe85-468a-84fa-9967b41bb402,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,2627.884154,ArealInterpolationGeometricCentroid,Parcel,99.40828402,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,32.25358474,-111.007342,Relaxed,TwoThousandTen,77000,8520,,93570,0,46060,4019,4,45.04,19,4,1,ResidenceStreetAddress,2555,,N,JACKRABBIT,AVE,,,,,,TUCSON,AZ,85745,,,,0,,,,,,2555 N. Jackrabbit Avenue,,,,,,,,2555,,N,JACKRABBIT,AVE,,,,,,TUCSON,AZ,85745,,,,0,,,,,,,,2555,,N,JACKRABBIT,AVE,,,,Marana,AZ,85745,,,,1206,,,,,,,,2627.88,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,1804356,,UniqueId,0,,,,
Research Services, Philadelphia, PA,191046205, University of Pennsylvania,1435,USCGeocoder,656.2626,1,4.01,,17a9dab9-a5dc-45e5-bf6b-9a87e36c0082,6,AddressZIPPlus4Centroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4968.439968,LinearInterpolationMidPoint,USPSZipPlus4,100,FeatureClassBased,FlipACoin,,USPSZipPlus4LineCentroid,,,1,39.9528886,-75.1934519,Exact,TwoThousandTen,60000,6162,37964,60000,0,37980,1011,1,369,101,42,2,ResidenceZIPPlus4,,,,,,,,,,,,,19104,,,,6205,,,,,,,,,,,,,,,,,RESEARCH SERVICES,,,,,,,Philadelphia,PA,19104,,,,6205,,,,,,,,,,,,,,,,,PA,19104,,,,6205,,,,,,,,4968.44,Meters,,SOURCE_USPS_ZIP4TIGERLINES,2007,131404332,,tlid,0,,,,
P.O. Box 50156, Raleigh, NC,276506156, Softworld Inc,1436,USCGeocoder,375.0072,1,4.01,,979bdd83-bab0-4fdf-8b92-1dc9e2857482,11,CityCentroid,Success,LOCATION_TYPE_POST_OFFICE_BOX,Kilometers,ArealInterpolation,372.964,ArealInterpolationGeometricCentroid,City,100,FeatureClassBased,FlipACoin,,CityCentroid,,,1,35.8302035,-78.6414394,Exact,TwoThousandTen,,480,,92612,0,39580,1009,1,526.03,183,37,9,Missing,,,,,,,,,,,Raleigh,NC,27650,,,,6156,,,,,,P.O. Box 50156,,,,,,,,,,,,,,,,,,Raleigh,NC,27650,,,,6156,,,,,,,,,,,,,,,,Raleigh,NC,,,,,,,,,,,,,372963550,Meters,,SOURCE_CENSUS_2010_PLACES,2010,55000,,placeFp10,0,,,,
NULL ADDRESS, Richmond, VA,232331663, Powers John C,1437,USCGeocoder,484.3843,1,4.01,,2af38e1a-a0ac-4b76-978b-8976b9e03b2e,6,AddressZIPPlus4Centroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5481.088116,LinearInterpolationMidPoint,USPSZipPlus4,100,FeatureClassBased,FlipACoin,,USPSZipPlus4LineCentroid,,,1,37.64036399,-77.62533188,Exact,TwoThousandTen,72272,6760,,96079,0,40060,3019,3,2001.21,87,51,2,ResidenceZIPPlus4,,,,,,,,,,,,,23233,,,,1663,,,,,,,,,,,,,,,,,NULL ADDRESS,,,,,,,Richmond,VA,23233,,,,1663,,,,,,,,,,,,,,,,,VA,23233,,,,1663,,,,,,,,5481.09,Meters,,SOURCE_USPS_ZIP4TIGERLINES,2007,106662015,,tlid,0,,,,
1D Walnut Street, Yarmouth Port, MA,26752349, Neva Electromagnetics LLC,1438,USCGeocoder,437.5084,1,4.01,,b26879ca-32af-4138-81f6-b3192fac6ba4,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,25305808.74,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,41.705099,-70.23096774,Exact,TwoThousandTen,82595,740,,82525,0,12700,2000,2,118.02,1,25,4,ResidenceZIP,1,D,,WALNUT,ST,,,,,,Yarmouth Port,MA,2675,,,,2349,,,,,,1D Walnut Street,,,,,,,,1,D,,WALNUT,ST,,,,,,Yarmouth Port,MA,2675,,,,2349,,,,,,,,,,,,,,,,,MA,2675,,,,,,,,,,,,25305808.74,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,2675,,zcta5ce10,0,,,,
29300 Lankford Highway, Melfa, VA,234103001, Eastern Shore Community College,1439,USCGeocoder,203.1289,1,4.01,,276a60f6-3e89-44c7-88c4-b8805b24d9d4,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,76935631.17,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,37.63345743,-75.73959886,Exact,TwoThousandTen,,1540,,92246,,,2045,2,907,1,51,4,ResidenceZIP,29300,,,LANKFORD,HWY,,,,,,Melfa,VA,23410,,,,3001,,,,,,29300 Lankford Highway,,,,,,,,29300,,,LANKFORD,HWY,,,,,,Melfa,VA,23410,,,,3001,,,,,,,,,,,,,,,,,VA,23410,,,,,,,,,,,,76935631.17,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,23410,,zcta5ce10,0,,,,
275 North 24th Street, San Jose, CA,945782538, San Jose High Academy,1440,USCGeocoder,937.518,1,4.01,,caef5fdd-9aa2-4a47-bbb3-6f057080ce5f,6,AddressZIPPlus4Centroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5293.688384,LinearInterpolationMidPoint,USPSZipPlus4,100,FeatureClassBased,FlipACoin,,USPSZipPlus4LineCentroid,,,1,37.71685232,-122.1449736,Exact,TwoThousandTen,68084,7362,36084,91260,0,41860,3007,3,4331.04,1,6,2,ResidenceZIPPlus4,,,,,,,,,,,,,94578,,,,2538,,,,,,,,,,,,,,275,,N,24TH,ST,,,,,,San Jose,CA,94578,,,,2538,,,,,,,,,,,,,,,,,CA,94578,,,,2538,,,,,,,,5293.69,Meters,,SOURCE_USPS_ZIP4TIGERLINES,2007,125083611,,tlid,0,,,,
2001 Colorado Boulevard, Denver, CO,802055732, Denver Museum of Nature and Science,1441,USCGeocoder,515.6349,1,4.01,,edd75f9a-a527-4734-8d2a-4aa9930fd387,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4435.622569,LinearInterpolationAddressRange,StreetSegment,91.42011834,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,39.747395,-104.940725,Relaxed,TwoThousandTen,20000,2082,,91007,0,19740,1008,1,37.01,31,8,1,ResidenceStreetAddress,2001,,,COLORADO,BLVD,,,,,,Denver,CO,80205,,,,5732,,,,,,2001 Colorado Boulevard,,,,,,,,2001,,,COLORADO,BLVD,,,,,,Denver,CO,80205,,,,5732,,,,,,,,2001-2199,,,Colorado,Blvd,,,,Denver,CO,80220,,,,,,,,,,Denver,Denver,4435.62,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,177311168,,tlid,0,,,,
Stright Hall Room 129, Indiana, PA,157051048, Indiana University of Pennsylvania,1442,USCGeocoder,875.0168,1,4.01,,8bb5cd3e-24a5-4a15-869a-e44a405b6c79,11,CityCentroid,BrokenTie,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,16689887.08,ArealInterpolationGeometricCentroid,City,100,FeatureClassBased,FlipACoin,,CityCentroid,,City-InputAddressIncorrectMultiplePossibilities,2,41.00028244,-75.50579063,Exact,TwoThousandTen,36904,,,77776,1,20700,2069,2,3003.04,89,42,9,Missing,,,,STRIGHT HALL,,,RM,129,,,Indiana,PA,15705,,,,1048,,,,,,Stright Hall Room 129,,,,,,,,,,,STRIGHT HALL,,,RM,129,,,Indiana,PA,15705,,,,1048,,,,,,,,,,,,,,,,Indian Mountain Lake,PA,,,,,,,,,,,,,16689887.08,Meters,,SOURCE_CENSUS_2010_PLACES,2010,36904,,placeFp10,0,,,,
P.O. Box 12053, Research Triangle Park, NC,277092053, Semiconductor Research Corporation,1443,USCGeocoder,15.6253,1,4.01,,d72384a1-743a-4f45-8211-2c7e9963053e,10,POBoxZIPCentroid,Success,LOCATION_TYPE_POST_OFFICE_BOX,Meters,ArealInterpolation,1020519.603,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,35.925773,-78.83549534,Exact,TwoThousandTen,,480,,93764,0,20500,1013,1,20.28,63,37,5,POBoxZIP,,,,,,,,,,,Research Triangle Park,NC,27709,,,,2053,,,,,,P.O. Box 12053,,,,,,,,,,,,,,,,,,Research Triangle Park,NC,27709,,,,2053,,,,,,,,,,,,,,,,,NC,27709,,,,,,,,,,,,1020519.6,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,27709,,zcta5ce10,0,,,,
4100 Illinois Rooute 53, Lisle, IL,605321293, Morton Arboretum,1444,USCGeocoder,359.3819,1,4.01,,9fa64986-9a13-4174-8493-330f762be663,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,23814184.78,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,41.79241191,-88.08454218,Exact,TwoThousandTen,43939,1602,16974,43952,0,16980,2002,2,8460.04,43,17,4,ResidenceZIP,4100,,,ILLINOIS ROOUTE,,,UNIT,53,,,Lisle,IL,60532,,,,1293,,,,,,4100 Illinois Rooute 53,,,,,,,,4100,,,ILLINOIS ROOUTE,,,UNIT,53,,,Lisle,IL,60532,,,,1293,,,,,,,,,,,,,,,,,IL,60532,,,,,,,,,,,,23814184.78,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,60532,,zcta5ce10,0,,,,
2609 WEST 4TH ST, HATTIESBURG, MS,394065157, University of Southern Mississippi,1445,USCGeocoder,250.0048,1,4.01,,7e541095-a267-4d86-a51e-67b1b66943fe,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2688.48458,LinearInterpolationAddressRange,StreetSegment,95.41420118,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,31.33206019,-89.32930608,Relaxed,TwoThousandTen,31020,3285,,93114,0,25620,1014,1,9,35,28,1,ResidenceStreetAddress,2609,,W,4TH,ST,,,,,,HATTIESBURG,MS,39406,,,,5157,,,,,,2609 WEST 4TH ST,,,,,,,,2609,,W,4TH,ST,,,,,,HATTIESBURG,MS,39406,,,,5157,,,,,,,,2609-3137,,W,4th,St,,,,Hattiesburg,MS,39401,,,,,,,,,,5,Forrest,2688.48,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,324108,,tlid,0,,,,
1 Militia Drive Suite 11, Lexington, MA,24214703, Tokutek Inc.,1446,USCGeocoder,281.2554,1,4.01,,630c34b4-73fc-44bc-9667-d2fe58690fd0,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2296.148572,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,42.45193487,-71.23496538,Relaxed,TwoThousandTen,35250,1122,15764,35215,0,14460,4003,4,3586,17,25,1,ResidenceStreetAddress,1,,,MILITIA,DR,,STE,11,,,Lexington,MA,2421,,,,4703,,,,,,1 Militia Drive Suite 11,,,,,,,,1,,,MILITIA,DR,,STE,11,,,Lexington,MA,2421,,,,4703,,,,,,,,Jan-99,,,Militia,Dr,,,,Lexington,MA,2421,,,,,,,,,,Lexington,Middlesex,2296.15,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,86881921,,tlid,0,,,,
